#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sat Oct 30 18:34:27 EDT 2021,4,4,LispInterpreterRequiredClassesSuite,ClassRegistryProvided+ MainClassProvided+ , , ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker F21A5NoCheckstyleWarnings GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker ListToStringChecker ListToStringDeepChecker LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided ,
0,Sat Oct 30 18:34:27 EDT 2021,4,4,LispInterpreterRequiredClassesSuite,ClassRegistryProvided+ MainClassProvided+ , , ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker F21A5NoCheckstyleWarnings GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker ListToStringChecker ListToStringDeepChecker LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided ,
1,Sat Oct 30 18:34:32 EDT 2021,4,0,LispInterpreterLoadSuite,ClassRegistryProvided MainClassProvided , ,CondTestedChecker+ CondTestedResultsChecker+ ConsTestedChecker+ ConsTestedTwoResultsChecker+ EvalTestedChecker+ EvalTestedTwoResultsChecker+ ListTestedChecker+ ListTestedTwoResultsChecker+ LoadChecker+ QuoteTestedChecker+ QuoteTestedTwoResultsChecker+ TestLispFileProvided+ ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker F21A5NoCheckstyleWarnings GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListToStringChecker ListToStringDeepChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker ,
1,Sat Oct 30 18:34:32 EDT 2021,4,0,LispInterpreterLoadSuite,ClassRegistryProvided MainClassProvided , ,CondTestedChecker+ CondTestedResultsChecker+ ConsTestedChecker+ ConsTestedTwoResultsChecker+ EvalTestedChecker+ EvalTestedTwoResultsChecker+ ListTestedChecker+ ListTestedTwoResultsChecker+ LoadChecker+ QuoteTestedChecker+ QuoteTestedTwoResultsChecker+ TestLispFileProvided+ ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker F21A5NoCheckstyleWarnings GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListToStringChecker ListToStringDeepChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker ,
2,Sat Oct 30 18:34:34 EDT 2021,4,0,LispInterpreterLoadLogicalSuite,ClassRegistryProvided MainClassProvided , ,AndTestedChecker+ AndTestedTwoResultsChecker+ CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker LoadChecker NotTestedChecker+ NotTestedTwoResultsChecker+ OrTestedChecker+ OrTestedTwoResultsChecker+ QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker F21A5NoCheckstyleWarnings GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListToStringChecker ListToStringDeepChecker LorETestedChecker LorETestedTwoResultsChecker ,
2,Sat Oct 30 18:34:34 EDT 2021,4,0,LispInterpreterLoadLogicalSuite,ClassRegistryProvided MainClassProvided , ,AndTestedChecker+ AndTestedTwoResultsChecker+ CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker LoadChecker NotTestedChecker+ NotTestedTwoResultsChecker+ OrTestedChecker+ OrTestedTwoResultsChecker+ QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker F21A5NoCheckstyleWarnings GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListToStringChecker ListToStringDeepChecker LorETestedChecker LorETestedTwoResultsChecker ,
3,Sat Oct 30 18:34:35 EDT 2021,4,0,LispInterpreterLoadRelationSuite,ClassRegistryProvided MainClassProvided , ,AndTestedChecker AndTestedTwoResultsChecker CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker GorETestedChecker+ GorETestedTwoResultsChecker+ GreaterTestedChecker+ GreaterTestedTwoResultsChecker+ LessTestedChecker+ LessTestedTwoResultsChecker+ ListTestedChecker ListTestedTwoResultsChecker LoadChecker LorETestedChecker+ LorETestedTwoResultsChecker+ NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker F21A5NoCheckstyleWarnings ListToStringChecker ListToStringDeepChecker ,
3,Sat Oct 30 18:34:35 EDT 2021,4,0,LispInterpreterLoadRelationSuite,ClassRegistryProvided MainClassProvided , ,AndTestedChecker AndTestedTwoResultsChecker CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker GorETestedChecker+ GorETestedTwoResultsChecker+ GreaterTestedChecker+ GreaterTestedTwoResultsChecker+ LessTestedChecker+ LessTestedTwoResultsChecker+ ListTestedChecker ListTestedTwoResultsChecker LoadChecker LorETestedChecker+ LorETestedTwoResultsChecker+ NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker F21A5NoCheckstyleWarnings ListToStringChecker ListToStringDeepChecker ,
4,Sat Oct 30 18:34:37 EDT 2021,4,0,TestLispFileProvided,ClassRegistryProvided MainClassProvided , ,AndTestedChecker AndTestedTwoResultsChecker CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker F21A5NoCheckstyleWarnings ListToStringChecker ListToStringDeepChecker ,
4,Sat Oct 30 18:34:37 EDT 2021,4,0,TestLispFileProvided,ClassRegistryProvided MainClassProvided , ,AndTestedChecker AndTestedTwoResultsChecker CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker F21A5NoCheckstyleWarnings ListToStringChecker ListToStringDeepChecker ,
5,Sat Oct 30 18:34:38 EDT 2021,4,0,F21A5GeneralStyle,ClassRegistryProvided MainClassProvided , ,A5CommonPropertiesInherited+ A5CommonSignaturesAreInherited+ A5Encapsulation+ A5InterfaceAsType+ A5NoHiddenFields+ A5NoStarImports+ A5NonPublicAccessModifiersMatched+ A5PackageDeclarations+ A5PublicMethodsOverride+ AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker+ BaseCaseSExpressionToStringChecker+ CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker F21A5NoCheckstyleWarnings+ GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker ListToStringChecker+ ListToStringDeepChecker+ LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided , ,
5,Sat Oct 30 18:34:38 EDT 2021,4,0,F21A5GeneralStyle,ClassRegistryProvided MainClassProvided , ,A5CommonPropertiesInherited+ A5CommonSignaturesAreInherited+ A5Encapsulation+ A5InterfaceAsType+ A5NoHiddenFields+ A5NoStarImports+ A5NonPublicAccessModifiersMatched+ A5PackageDeclarations+ A5PublicMethodsOverride+ AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker+ BaseCaseSExpressionToStringChecker+ CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker F21A5NoCheckstyleWarnings+ GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker ListToStringChecker+ ListToStringDeepChecker+ LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided , ,
6,Sat Oct 30 18:44:25 EDT 2021,4,0,LispInterpreterLoadSuite,ClassRegistryProvided MainClassProvided , ,A5CommonPropertiesInherited A5CommonSignaturesAreInherited A5Encapsulation A5InterfaceAsType A5NoHiddenFields A5NoStarImports A5NonPublicAccessModifiersMatched A5PackageDeclarations A5PublicMethodsOverride AndTestedChecker AndTestedTwoResultsChecker BaseCaseListToStringChecker BaseCaseSExpressionToStringChecker CondTestedChecker CondTestedResultsChecker ConsTestedChecker ConsTestedTwoResultsChecker EvalTestedChecker EvalTestedTwoResultsChecker F21A5NoCheckstyleWarnings GorETestedChecker GorETestedTwoResultsChecker GreaterTestedChecker GreaterTestedTwoResultsChecker LessTestedChecker LessTestedTwoResultsChecker ListTestedChecker ListTestedTwoResultsChecker ListToStringChecker ListToStringDeepChecker LoadChecker LorETestedChecker LorETestedTwoResultsChecker NotTestedChecker NotTestedTwoResultsChecker OrTestedChecker OrTestedTwoResultsChecker QuoteTestedChecker QuoteTestedTwoResultsChecker TestLispFileProvided , ,
