Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Thu Nov 25 10:48:28 EST 2021,LambdaApplicationEvaluator.java,1637855308028,4216,4216,(I)24,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,[]
,/modelData/A0UserStudy2010.arff,Thu Nov 25 10:48:28 EST 2021,LambdaApplicationEvaluator.java, 1637855308028
2,,Thu Nov 25 10:48:32 EST 2021,Grader.java,1637855312244,20316,0,(F)4(I)1(R)1(I)3,0.4444444444444444,0.0,0.0,44.44444444444444,0.0,0.0,0.45,0.0,0.0,0.2,0.0,0.05,0.2,0.0,[]
3,,Thu Nov 25 10:48:53 EST 2021,Grader.java,1637855333616,3313,3313,(I)6(R)1(I)1(R)1(I)1(R)1(I)9,0.85,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,1.0,5.666666666666667,0.0,[]
4,,Thu Nov 25 10:48:58 EST 2021,Grader.java,1637855338424,5597,5597,(I)4(R)1(I)18,0.9565217391304348,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.2,4.4,0.0,[]
5,,Thu Nov 25 10:49:04 EST 2021,LambdaApplicationEvaluator.java,1637855344080,26389,0,(I)6(F)2(I)2,0.8,0.0,0.0,20.0,0.0,0.0,0.38461538461538464,0.0,0.0,0.07692307692307693,0.0,0.0,0.3076923076923077,0.0,[]
6,,Thu Nov 25 10:49:30 EST 2021,LambdaApplicationEvaluator.java,1637855370469,32071,0,(I)7(F)2(I)3(F)4,0.625,0.0,0.0,37.5,0.0,0.0,0.5,0.0,0.0,0.1875,0.0,0.0,0.3125,0.0,[]
7,,Thu Nov 25 10:50:02 EST 2021,LambdaApplicationEvaluator.java,1637855402540,258924,0,(I)2(R)1(F)2(I)1(R)1(I)7(R)1(I)2,0.7058823529411765,0.0,0.0,11.76470588235294,0.0,0.0,0.06589147286821706,0.0,0.0,0.007751937984496124,0.0,0.011627906976744186,0.046511627906976744,0.0,[]
8,,Thu Nov 25 10:54:21 EST 2021,LambdaApplicationEvaluator.java,1637855661464,8161,8161,(F)2(I)7(R)1(I)3,0.7692307692307693,0.0,0.0,15.384615384615385,0.0,0.0,1.625,0.0,0.0,0.25,0.0,0.125,1.25,0.0,[]
9,,Thu Nov 25 10:54:29 EST 2021,Runner.java,1637855669693,4981,4981,(I)13,1.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,3.25,0.0,[]
