Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Sat Nov 27 18:30:08 EST 2021,GeneralExpressionEvaluator.java,1638055808103,38586,0,(I)3(R)1(D)1(I)9,0.8571428571428571,7.142857142857142,0.0,0.0,0.0,0.0,0.3684210526315789,0.0,0.02631578947368421,0.0,0.0,0.02631578947368421,0.3157894736842105,0.0,[]
,/modelData/A0UserStudy2010.arff,Sat Nov 27 18:30:08 EST 2021,GeneralExpressionEvaluator.java, 1638055808103
2,,Sat Nov 27 18:30:47 EST 2021,GeneralExpressionEvaluator.java,1638055847233,25067,0,(I)8(R)1(I)2(D)1(I)1,0.8461538461538461,7.6923076923076925,0.0,0.0,0.0,0.0,0.52,0.0,0.04,0.0,0.0,0.04,0.44,0.0,[]
3,,Sat Nov 27 18:31:12 EST 2021,FuncallEvaluator.java,1638055872300,-75340,-75340,(I)2(D)1(F)2(I)2,0.5714285714285714,14.285714285714285,0.0,28.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
4,,Sat Nov 27 18:29:58 EST 2021,FuncallEvaluator.java,1638055798559,209904,0,(I)2(R)2(I)3(R)1(I)3(R)1(I)7(R)1(I)3,0.782608695652174,0.0,0.0,0.0,0.0,0.0,0.11004784688995216,0.0,0.0,0.0,0.0,0.023923444976076555,0.0861244019138756,0.0,[]
5,,Sat Nov 27 18:33:28 EST 2021,GeneralExpressionEvaluator.java,1638056008535,24184,0,(I)2(R)1(I)12(D)1(I)1,0.8823529411764706,5.88235294117647,0.0,0.0,0.0,0.0,0.7083333333333334,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.625,0.0,[]
6,,Sat Nov 27 18:33:52 EST 2021,GeneralExpressionEvaluator.java,1638056032719,122285,0,(I)1(F)2(I)4(R)2(I)3,0.6666666666666666,0.0,0.0,16.666666666666664,0.0,0.0,0.09836065573770492,0.0,0.0,0.01639344262295082,0.0,0.01639344262295082,0.06557377049180328,0.0,[]
7,,Sat Nov 27 18:35:55 EST 2021,GeneralExpressionEvaluator.java,1638056155148,9598,9598,(I)1(R)1(I)5(R)4(I)4,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.5555555555555556,1.1111111111111112,0.0,[]
8,,Sat Nov 27 18:36:05 EST 2021,GeneralExpressionEvaluator.java,1638056165221,3724,3724,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,[]
9,,Sat Nov 27 18:36:09 EST 2021,GeneralExpressionEvaluator.java,1638056169323,9270,9270,(R)1(I)2(R)2(I)3(R)1(I)7,0.75,0.0,0.0,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.0,0.0,0.4444444444444444,1.3333333333333333,0.0,[]
