Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Fri Nov 26 22:18:43 EST 2021,Grader.java,1637983123403,57297515,0,(F)5(I)1(D)1(F)3,0.1,10.0,0.0,80.0,0.0,0.0,1.7452920746286891E-4,0.0,1.745292074628689E-5,1.3962336597029513E-4,0.0,0.0,1.745292074628689E-5,0.0,[]
,/modelData/A0UserStudy2010.arff,Fri Nov 26 22:18:43 EST 2021,Grader.java, 1637983123403
2,,Sat Nov 27 14:13:41 EST 2021,Runner.java,1638040421037,140769,0,(D)1(F)1(I)2(D)1(F)2(I)1,0.375,25.0,0.0,37.5,0.0,0.0,0.05714285714285714,0.0,0.014285714285714285,0.02142857142857143,0.0,0.0,0.02142857142857143,0.0,[]
3,,Sat Nov 27 14:16:03 EST 2021,Runner.java,1638040563185,29852,0,(D)1(F)2(I)1(F)2(I)1(F)2(I)1,0.3,10.0,0.0,60.0,0.0,0.0,0.3448275862068966,0.0,0.034482758620689655,0.20689655172413793,0.0,0.0,0.10344827586206896,0.0,[]
4,,Sat Nov 27 14:16:33 EST 2021,Runner.java,1638040593047,18010,0,(D)2(F)2(I)1(F)4(I)1(F)2(I)1,0.23076923076923078,15.384615384615385,0.0,61.53846153846154,0.0,0.0,0.7222222222222222,0.0,0.1111111111111111,0.4444444444444444,0.0,0.0,0.16666666666666666,0.0,[]
5,,Sat Nov 27 14:16:58 EST 2021,FuncallEvaluator.java,1638040618720,117633,0,(D)1(I)3(F)4(I)5,0.6153846153846154,7.6923076923076925,0.0,30.76923076923077,0.0,0.0,0.1111111111111111,0.0,0.008547008547008548,0.03418803418803419,0.0,0.0,0.06837606837606838,0.0,[]
6,,Sat Nov 27 14:18:56 EST 2021,FuncallEvaluator.java,1638040736492,11684,0,(I)4(R)1(I)17,0.9545454545454546,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.9090909090909092,0.0,[]
7,,Sat Nov 27 14:19:08 EST 2021,FuncallEvaluator.java,1638040748244,5538,5538,(I)17,1.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,3.4,0.0,[]
8,,Sat Nov 27 14:19:13 EST 2021,FuncallEvaluator.java,1638040753844,3452,3452,(I)24,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,[]
9,,Sat Nov 27 14:19:17 EST 2021,FunctionEvaluator.java,1638040757434,7209304,0,(I)1(F)2(I)6(F)2(I)1(F)1,0.6153846153846154,0.0,0.0,38.46153846153847,0.0,0.0,0.0018033014287695936,0.0,0.0,6.935774726036898E-4,0.0,0.0,0.0011097239561659038,0.0,[]
