Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Mon Nov 08 16:41:46 EST 2021,AbstractComparisonEvaluator.java,1636407706847,212,212,(I)13(N)1(F)1(I)7,0.9090909090909091,0.0,4.545454545454546,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
,/modelData/A0UserStudy2010.arff,Mon Nov 08 16:41:46 EST 2021,AbstractComparisonEvaluator.java, 1636407706847
2,,Mon Nov 08 16:41:51 EST 2021,AbstractComparisonEvaluator.java,1636407711867,15570,0,(R)5(I)4(R)3(I)1(R)1,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.6,0.3333333333333333,0.0,[]
3,,Mon Nov 08 16:42:08 EST 2021,AbstractComparisonEvaluator.java,1636407728632,20133,0,(I)9(R)2(I)1(R)1(I)1,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.15,0.55,0.0,[]
4,,Mon Nov 08 16:42:29 EST 2021,AbstractComparisonEvaluator.java,1636407749577,684,684,(I)1(R)1(I)17,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
5,,Mon Nov 08 16:42:30 EST 2021,AbstractComparisonEvaluator.java,1636407750589,15886,0,(I)2(F)1(N)3(F)1(I)5,0.5833333333333334,0.0,25.0,16.666666666666664,0.0,0.0,0.8,0.2,0.0,0.13333333333333333,0.0,0.0,0.4666666666666667,0.0,[]
6,,Mon Nov 08 16:42:46 EST 2021,AbstractComparisonEvaluator.java,1636407766571,8675,8675,(I)8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[]
7,,Mon Nov 08 16:42:55 EST 2021,AbstractComparisonEvaluator.java,1636407775369,5495,5495,(I)10(R)3(I)2,0.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.6,2.4,0.0,[]
8,,Mon Nov 08 16:43:00 EST 2021,AbstractComparisonEvaluator.java,1636407780879,-29942,-29942,(I)17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
9,,Mon Nov 08 16:42:30 EST 2021,AbstractComparisonEvaluator.java,1636407750939,38275,0,(I)4(R)2(I)4(R)1(I)10,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.5526315789473685,0.0,0.0,0.0,0.0,0.07894736842105263,0.47368421052631576,0.0,[]
10,,Mon Nov 08 16:43:10 EST 2021,AbstractComparisonEvaluator.java,1636407790040,55088,0,(I)13,1.0,0.0,0.0,0.0,0.0,0.0,0.23636363636363636,0.0,0.0,0.0,0.0,0.0,0.23636363636363636,0.0,[]
11,,Mon Nov 08 16:44:05 EST 2021,AbstractComparisonEvaluator.java,1636407845281,21541,0,(I)4(R)1(I)13,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.047619047619047616,0.8095238095238095,0.0,[]
12,,Mon Nov 08 16:44:28 EST 2021,BetterSExpression.java,1636407868168,79560,0,(I)8(F)4(I)2,0.7142857142857143,0.0,0.0,28.57142857142857,0.0,0.0,0.17721518987341772,0.0,0.0,0.05063291139240506,0.0,0.0,0.12658227848101267,0.0,[]
13,,Mon Nov 08 16:45:48 EST 2021,BetterSExpression.java,1636407948018,10344,0,(I)9(R)4(I)1(R)1(I)9,0.7916666666666666,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.5,1.9,0.0,[]
14,,Mon Nov 08 16:45:58 EST 2021,BetterSExpression.java,1636407958635,4170,4170,(I)23(R)1(I)1,0.96,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.25,6.0,0.0,[]
15,,Mon Nov 08 16:46:02 EST 2021,BetterSExpression.java,1636407962997,13552,0,(I)16(F)4,0.8,0.0,0.0,20.0,0.0,0.0,1.5384615384615385,0.0,0.0,0.3076923076923077,0.0,0.0,1.2307692307692308,0.0,[]
16,,Mon Nov 08 16:46:17 EST 2021,BetterSExpression.java,1636407977738,35301,0,(F)2(I)1(R)3(I)1(D)1(F)1,0.2222222222222222,11.11111111111111,0.0,33.33333333333333,0.0,0.0,0.2571428571428571,0.0,0.02857142857142857,0.08571428571428572,0.0,0.08571428571428572,0.05714285714285714,0.0,[]
17,,Mon Nov 08 16:46:53 EST 2021,BetterSExpression.java,1636408013098,-56922,-56922,(F)1(I)6(R)1(I)5(R)1,0.7857142857142857,0.0,0.0,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
18,,Mon Nov 08 16:45:56 EST 2021,BetterSExpression.java,1636407956707,92793,0,(I)1(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)2(R)1(I)9,0.75,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.05434782608695652,0.16304347826086957,0.0,[]
19,,Mon Nov 08 16:47:29 EST 2021,BetterSExpression.java,1636408049746,23188,0,(I)1(D)1(F)2,0.25,25.0,0.0,50.0,0.0,0.0,0.17391304347826086,0.0,0.043478260869565216,0.08695652173913043,0.0,0.0,0.043478260869565216,0.0,[]
