Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Thu Dec 02 14:45:20 EST 2021,Runner.java,1638474320020,19257,0,(F)12,0.0,0.0,0.0,100.0,0.0,0.0,0.631578947368421,0.0,0.0,0.631578947368421,0.0,0.0,0.0,0.0,[]
,/modelData/A0UserStudy2010.arff,Thu Dec 02 14:45:20 EST 2021,Runner.java, 1638474320020
2,,Thu Dec 02 14:45:39 EST 2021,Runner.java,1638474339277,79385,0,(F)11,0.0,0.0,0.0,100.0,0.0,0.0,0.13924050632911392,0.0,0.0,0.13924050632911392,0.0,0.0,0.0,0.0,[]
3,,Thu Dec 02 14:47:11 EST 2021,Runner.java,1638474431760,290713,0,(F)11,0.0,0.0,0.0,100.0,0.0,0.0,0.03793103448275862,0.0,0.0,0.03793103448275862,0.0,0.0,0.0,0.0,[]
4,,Thu Dec 02 14:52:37 EST 2021,EvalEvaluator.java,1638474757370,225413,0,(F)5,0.0,0.0,0.0,100.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,[]
5,,Thu Dec 02 14:56:23 EST 2021,EvalEvaluator.java,1638474983039,964130,0,(I)1(F)6(I)1(F)2(I)1(F)2,0.23076923076923078,0.0,0.0,76.92307692307693,0.0,0.0,0.013485477178423237,0.0,0.0,0.01037344398340249,0.0,0.0,0.0031120331950207467,0.0,[]
6,,Thu Dec 02 15:12:28 EST 2021,EvalEvaluator.java,1638475948477,553288,0,(I)1(F)2(I)1(F)2(I)1(D)1(F)3,0.2727272727272727,9.090909090909092,0.0,63.63636363636363,0.0,0.0,0.019891500904159132,0.0,0.0018083182640144665,0.012658227848101266,0.0,0.0,0.0054249547920434,0.0,[]
7,,Thu Dec 02 15:23:11 EST 2021,EvalEvaluator.java,1638476591795,21894,0,(F)1(D)1(F)2(D)1(F)5,0.0,20.0,0.0,80.0,0.0,0.0,0.47619047619047616,0.0,0.09523809523809523,0.38095238095238093,0.0,0.0,0.0,0.0,[]
8,,Thu Dec 02 15:23:37 EST 2021,EvalEvaluator.java,1638476617102,30333,0,(F)1(D)1(F)6,0.0,12.5,0.0,87.5,0.0,0.0,0.26666666666666666,0.0,0.03333333333333333,0.23333333333333334,0.0,0.0,0.0,0.0,[]
9,,Thu Dec 02 15:24:07 EST 2021,EvalEvaluator.java,1638476647435,62512,0,(F)6(I)1(F)2,0.1111111111111111,0.0,0.0,88.88888888888889,0.0,0.0,0.14516129032258066,0.0,0.0,0.12903225806451613,0.0,0.0,0.016129032258064516,0.0,[]
10,,Thu Dec 02 15:25:14 EST 2021,EvalEvaluator.java,1638476714185,35622,0,(F)4(I)1(D)1(F)4(D)1,0.09090909090909091,18.181818181818183,0.0,72.72727272727273,0.0,0.0,0.3142857142857143,0.0,0.05714285714285714,0.22857142857142856,0.0,0.0,0.02857142857142857,0.0,[]
11,,Thu Dec 02 15:25:56 EST 2021,EvalEvaluator.java,1638476756686,691814,0,(I)1(F)2(I)1(F)2(I)1(F)1,0.375,0.0,0.0,62.5,0.0,0.0,0.011577424023154847,0.0,0.0,0.00723589001447178,0.0,0.0,0.004341534008683068,0.0,[]
12,,Thu Dec 02 15:37:28 EST 2021,EvalEvaluator.java,1638477448500,19077592,0,(F)1(I)1(F)2(I)1(F)6,0.18181818181818182,0.0,0.0,81.81818181818183,0.0,0.0,5.766105781831525E-4,0.0,0.0,4.7177229124076113E-4,0.0,0.0,1.0483828694239136E-4,0.0,[]
13,,Thu Dec 02 20:55:26 EST 2021,EvalEvaluator.java,1638496526092,22192,0,(D)5,0.0,100.0,0.0,0.0,0.0,0.0,0.22727272727272727,0.0,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,[]
14,,Thu Dec 02 20:55:51 EST 2021,EvalEvaluator.java,1638496551840,71471,0,(D)3,0.0,100.0,0.0,0.0,0.0,0.0,0.04225352112676056,0.0,0.04225352112676056,0.0,0.0,0.0,0.0,0.0,[]
15,,Thu Dec 02 20:57:03 EST 2021,EvalEvaluator.java,1638496623311,48171,0,(I)11,1.0,0.0,0.0,0.0,0.0,0.0,0.22916666666666666,0.0,0.0,0.0,0.0,0.0,0.22916666666666666,0.0,[]
16,,Thu Dec 02 20:57:54 EST 2021,EvalEvaluator.java,1638496674375,49434,0,(I)1(D)1(I)5(D)1(I)1,0.7777777777777778,22.22222222222222,0.0,0.0,0.0,0.0,0.1836734693877551,0.0,0.04081632653061224,0.0,0.0,0.0,0.14285714285714285,0.0,[]
17,,Thu Dec 02 20:58:43 EST 2021,EvalEvaluator.java,1638496723809,51434,0,(D)1(I)4(D)1(I)1(D)1,0.625,37.5,0.0,0.0,0.0,0.0,0.1568627450980392,0.0,0.058823529411764705,0.0,0.0,0.0,0.09803921568627451,0.0,[]
