Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Mon Nov 08 15:05:04 EST 2021,LessThanEvaluator.java,1636401904936,30070,0,(D)4(I)1,0.2,80.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.13333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,[]
,/modelData/A0UserStudy2010.arff,Mon Nov 08 15:05:04 EST 2021,LessThanEvaluator.java, 1636401904936
2,,Mon Nov 08 15:05:46 EST 2021,AbstractComparisonEvaluator.java,1636401946851,32947,0,(I)1(D)1(I)2(F)1(N)9,0.21428571428571427,7.142857142857142,64.28571428571429,7.142857142857142,0.0,0.0,0.4375,0.28125,0.03125,0.03125,0.0,0.0,0.09375,0.0,[]
3,,Mon Nov 08 15:06:20 EST 2021,Runner.java,1636401980157,37994,0,(N)8(F)1(I)11,0.55,0.0,40.0,5.0,0.0,0.0,0.5405405405405406,0.21621621621621623,0.0,0.02702702702702703,0.0,0.0,0.2972972972972973,0.0,[]
4,,Mon Nov 08 15:06:58 EST 2021,Grader.java,1636402018362,22259,0,(I)2(D)1(I)1(D)1(F)1,0.5,33.33333333333333,0.0,16.666666666666664,0.0,0.0,0.2727272727272727,0.0,0.09090909090909091,0.045454545454545456,0.0,0.0,0.13636363636363635,0.0,[]
5,,Mon Nov 08 15:07:22 EST 2021,CondEvaluator.java,1636402042288,3000699,0,(F)1(I)1(F)4,0.16666666666666666,0.0,0.0,83.33333333333334,0.0,0.0,0.002,0.0,0.0,0.0016666666666666668,0.0,0.0,3.333333333333333E-4,0.0,[]
6,,Mon Nov 08 15:57:22 EST 2021,CondEvaluator.java,1636405042987,6634,6634,(I)3(R)1(I)6(R)1(I)3(R)1(I)3(R)1(I)5(R)1,0.8,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,0.8333333333333334,3.3333333333333335,0.0,[]
7,,Mon Nov 08 15:57:30 EST 2021,CondEvaluator.java,1636405050191,14271,0,(I)3(R)1(I)3(R)3(I)5,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,1.0714285714285714,0.0,0.0,0.0,0.0,0.2857142857142857,0.7857142857142857,0.0,[]
8,,Mon Nov 08 15:57:44 EST 2021,CondEvaluator.java,1636405064980,11392,0,(I)16,1.0,0.0,0.0,0.0,0.0,0.0,1.4545454545454546,0.0,0.0,0.0,0.0,0.0,1.4545454545454546,0.0,[]
9,,Mon Nov 08 15:57:56 EST 2021,CondEvaluator.java,1636405076542,-3060761,-3060761,(I)1(R)7(I)12,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
