Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Sat Oct 30 18:28:46 EDT 2021,Main.java,1635632926811,13169,0,(F)1(I)1(F)2(I)13,0.8235294117647058,0.0,0.0,17.647058823529413,0.0,0.0,1.3076923076923077,0.0,0.0,0.23076923076923078,0.0,0.0,1.0769230769230769,0.0,[]
,/modelData/A0UserStudy2010.arff,Sat Oct 30 18:28:46 EDT 2021,Main.java, 1635632926811
2,,Sat Oct 30 18:29:00 EDT 2021,Main.java,1635632940662,34407,0,(I)3(R)1(F)2(I)3(F)2(I)4,0.6666666666666666,0.0,0.0,26.666666666666668,0.0,0.0,0.4411764705882353,0.0,0.0,0.11764705882352941,0.0,0.029411764705882353,0.29411764705882354,0.0,[]
3,,Sat Oct 30 18:29:35 EDT 2021,Runner.java,1635632975388,7405,7405,(R)3(I)9(R)1(I)9,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,3.142857142857143,0.0,0.0,0.0,0.0,0.5714285714285714,2.5714285714285716,0.0,[]
4,,Sat Oct 30 18:29:42 EDT 2021,Runner.java,1635632982946,13725,0,(I)9(R)1(I)1(R)2(I)2(R)1(I)1(R)1,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,1.3846153846153846,0.0,0.0,0.0,0.0,0.38461538461538464,1.0,0.0,[]
5,,Sat Oct 30 18:29:56 EDT 2021,Runner.java,1635632996671,3904,3904,(I)1(R)2(I)17,0.9,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.6666666666666666,6.0,0.0,[]
6,,Sat Oct 30 18:30:00 EDT 2021,Runner.java,1635633000611,2925,2925,(I)4(R)2(I)1(R)1(I)1(R)1(I)1(R)2(I)1(R)3(I)3,0.55,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.5,5.5,0.0,[]
7,,Sat Oct 30 18:30:03 EDT 2021,Runner.java,1635633003654,4845,4845,(I)20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,[]
8,,Sat Oct 30 18:30:08 EDT 2021,Runner.java,1635633008511,9471,9471,(I)9(R)1(I)8,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.8888888888888888,0.0,[]
9,,Sat Oct 30 18:30:18 EDT 2021,Runner.java,1635633018919,11596,0,(I)14(R)1(I)2,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,1.5454545454545454,0.0,0.0,0.0,0.0,0.09090909090909091,1.4545454545454546,0.0,[]
10,,Sat Oct 30 18:30:31 EDT 2021,Runner.java,1635633031611,9764,9764,(I)1(R)1(I)2(R)1(I)2(D)1,0.625,12.5,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0.5555555555555556,0.0,[]
11,,Sat Oct 30 18:30:41 EDT 2021,Runner.java,1635633041376,23700,0,(D)1(I)4(F)4(I)4,0.6153846153846154,7.6923076923076925,0.0,30.76923076923077,0.0,0.0,0.5652173913043478,0.0,0.043478260869565216,0.17391304347826086,0.0,0.0,0.34782608695652173,0.0,[]
12,,Sat Oct 30 18:31:05 EDT 2021,Runner.java,1635633065421,19378,0,(I)5(F)2(I)1(R)4,0.5,0.0,0.0,16.666666666666664,0.0,0.0,0.631578947368421,0.0,0.0,0.10526315789473684,0.0,0.21052631578947367,0.3157894736842105,0.0,[]
13,,Sat Oct 30 18:31:24 EDT 2021,Runner.java,1635633084801,11219,0,(D)1(I)13,0.9285714285714286,7.142857142857142,0.0,0.0,0.0,0.0,1.2727272727272727,0.0,0.09090909090909091,0.0,0.0,0.0,1.1818181818181819,0.0,[]
14,,Sat Oct 30 18:31:36 EDT 2021,Runner.java,1635633096114,-59963,-59963,(I)2(R)2(F)2(I)4(R)1(I)1(R)1(I)1(R)1,0.5333333333333333,0.0,0.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
15,,Sat Oct 30 18:30:50 EDT 2021,Runner.java,1635633050489,78043,0,(I)1(R)1(I)3(R)1(I)4(R)1(I)1(R)1(I)1(R)1(I)3(R)5(I)1,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.1282051282051282,0.1794871794871795,0.0,[]
16,,Sat Oct 30 18:32:08 EDT 2021,Runner.java,1635633128535,12553,0,(R)6(I)2(D)1(F)1,0.2,10.0,0.0,10.0,0.0,0.0,0.8333333333333334,0.0,0.08333333333333333,0.08333333333333333,0.0,0.5,0.16666666666666666,0.0,[]
17,,Sat Oct 30 18:32:23 EDT 2021,Runner.java,1635633143126,28313,0,(F)9(I)1,0.1,0.0,0.0,90.0,0.0,0.0,0.35714285714285715,0.0,0.0,0.32142857142857145,0.0,0.0,0.03571428571428571,0.0,[]
18,,Sat Oct 30 18:32:51 EDT 2021,ClassRegistry.java,1635633171439,16442,0,(F)2(I)20,0.9090909090909091,0.0,0.0,9.090909090909092,0.0,0.0,1.375,0.0,0.0,0.125,0.0,0.0,1.25,0.0,[]
19,,Sat Oct 30 18:33:07 EDT 2021,ClassRegistry.java,1635633187886,13943,0,(I)1(F)4(I)7,0.6666666666666666,0.0,0.0,33.33333333333333,0.0,0.0,0.9230769230769231,0.0,0.0,0.3076923076923077,0.0,0.0,0.6153846153846154,0.0,[]
20,,Sat Oct 30 18:33:21 EDT 2021,Grader.java,1635633201887,10789,0,(I)6(R)1(F)2(I)5,0.7857142857142857,0.0,0.0,14.285714285714285,0.0,0.0,1.4,0.0,0.0,0.2,0.0,0.1,1.1,0.0,[]
21,,Sat Oct 30 18:33:32 EDT 2021,Grader.java,1635633212727,10230,0,(I)8(R)4(I)1(R)6,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,1.0,0.9,0.0,[]
22,,Sat Oct 30 18:33:43 EDT 2021,Grader.java,1635633223040,-20445,-20445,(R)6(I)1(F)2(I)1(R)1(I)5(R)1(I)4,0.5238095238095238,0.0,0.0,9.523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
23,,Sat Oct 30 18:33:24 EDT 2021,Grader.java,1635633204116,29125,0,(R)1(I)1(R)1(I)1(R)1(I)2(R)1(I)1(R)1(I)4,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.4827586206896552,0.0,0.0,0.0,0.0,0.1724137931034483,0.3103448275862069,0.0,[]
24,,Sat Oct 30 18:33:54 EDT 2021,Grader.java,1635633234199,38659,0,(I)8(D)1(F)3,0.6666666666666666,8.333333333333332,0.0,25.0,0.0,0.0,0.3157894736842105,0.0,0.02631578947368421,0.07894736842105263,0.0,0.0,0.21052631578947367,0.0,[]
25,,Sat Oct 30 18:34:32 EDT 2021,BetterSExpression.java,1635633272858,507576,0,(D)4(F)1(I)2(F)1(I)2,0.4,40.0,0.0,20.0,0.0,0.0,0.01972386587771203,0.0,0.007889546351084813,0.0039447731755424065,0.0,0.0,0.007889546351084813,0.0,[]
26,,Sat Oct 30 18:43:00 EDT 2021,BetterSExpression.java,1635633780434,9629,9629,(F)1(I)1(F)2(I)3(R)1(I)6(R)1(I)2,0.7058823529411765,0.0,0.0,17.647058823529413,0.0,0.0,1.8888888888888888,0.0,0.0,0.3333333333333333,0.0,0.2222222222222222,1.3333333333333333,0.0,[]
27,,Sat Oct 30 18:43:10 EDT 2021,BetterSExpression.java,1635633790266,18402,0,(I)7(R)1(F)2(I)6,0.8125,0.0,0.0,12.5,0.0,0.0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.05555555555555555,0.7222222222222222,0.0,[]
28,,Sat Oct 30 18:43:28 EDT 2021,ClassRegistry.java,1635633808780,10214,0,(I)17,1.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,1.7,0.0,[]
