Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Mon Nov 08 11:04:50 EST 2021,LoadEvaluator.java,1636387490679,49577,0,(I)22,1.0,0.0,0.0,0.0,0.0,0.0,0.4489795918367347,0.0,0.0,0.0,0.0,0.0,0.4489795918367347,0.0,[]
,/modelData/A0UserStudy2010.arff,Mon Nov 08 11:04:50 EST 2021,LoadEvaluator.java, 1636387490679
2,,Mon Nov 08 11:05:40 EST 2021,LoadEvaluator.java,1636387540379,2619,2619,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,[]
3,,Mon Nov 08 11:05:43 EST 2021,LoadEvaluator.java,1636387543495,2340,2340,(I)23,1.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,11.5,0.0,[]
4,,Mon Nov 08 11:05:46 EST 2021,Grader.java,1636387546027,82540,0,(I)1(R)1(F)2(D)1(I)1(D)1(F)1,0.25,25.0,0.0,37.5,0.0,0.0,0.0975609756097561,0.0,0.024390243902439025,0.036585365853658534,0.0,0.012195121951219513,0.024390243902439025,0.0,[]
5,,Mon Nov 08 11:07:08 EST 2021,Grader.java,1636387628567,425055,0,(F)3(D)1(F)2(D)1(F)1(D)1(F)1,0.0,30.0,0.0,70.0,0.0,0.0,0.023529411764705882,0.0,0.007058823529411765,0.01647058823529412,0.0,0.0,0.0,0.0,[]
6,,Mon Nov 08 11:14:20 EST 2021,CondEvaluator.java,1636388060135,16183,0,(F)2(I)2(R)2(I)1(R)2(I)1(R)4,0.2857142857142857,0.0,0.0,14.285714285714285,0.0,0.0,0.875,0.0,0.0,0.125,0.0,0.5,0.25,0.0,[]
7,,Mon Nov 08 11:14:36 EST 2021,CondEvaluator.java,1636388076496,54019,0,(R)2(I)1(R)2(I)1(D)1(F)1(D)1(F)1,0.2,20.0,0.0,20.0,0.0,0.0,0.18518518518518517,0.0,0.037037037037037035,0.037037037037037035,0.0,0.07407407407407407,0.037037037037037035,0.0,[]
8,,Mon Nov 08 11:15:30 EST 2021,CondEvaluator.java,1636388130654,45037,0,(I)1(F)2(D)1(F)8,0.08333333333333333,8.333333333333332,0.0,83.33333333333334,0.0,0.0,0.26666666666666666,0.0,0.022222222222222223,0.2222222222222222,0.0,0.0,0.022222222222222223,0.0,[]
9,,Mon Nov 08 11:16:15 EST 2021,CondEvaluator.java,1636388175691,119503,0,(F)2(D)1(F)4(D)1(F)2(D)1(F)1,0.0,25.0,0.0,75.0,0.0,0.0,0.10084033613445378,0.0,0.025210084033613446,0.07563025210084033,0.0,0.0,0.0,0.0,[]
10,,Mon Nov 08 11:18:19 EST 2021,CondEvaluator.java,1636388299701,61840,0,(F)1(D)1(F)1,0.0,33.33333333333333,0.0,66.66666666666666,0.0,0.0,0.04918032786885246,0.0,0.01639344262295082,0.03278688524590164,0.0,0.0,0.0,0.0,[]
11,,Mon Nov 08 11:19:23 EST 2021,ComparisonEvaluator.java,1636388363251,54951,0,(F)3(I)10,0.7692307692307693,0.0,0.0,23.076923076923077,0.0,0.0,0.24074074074074073,0.0,0.0,0.05555555555555555,0.0,0.0,0.18518518518518517,0.0,[]
12,,Mon Nov 08 11:20:47 EST 2021,BetterSExpression.java,1636388447895,224915,0,(F)2(I)2(F)6(D)1(F)1,0.16666666666666666,8.333333333333332,0.0,75.0,0.0,0.0,0.05357142857142857,0.0,0.004464285714285714,0.04017857142857143,0.0,0.0,0.008928571428571428,0.0,[]
13,,Mon Nov 08 11:24:35 EST 2021,BetterSExpression.java,1636388675017,15169,0,(F)1,0.0,0.0,0.0,100.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,[]
14,,Mon Nov 08 11:24:57 EST 2021,BetterSExpression.java,1636388697239,59178,0,(F)8(D)1(F)1,0.0,10.0,0.0,90.0,0.0,0.0,0.1694915254237288,0.0,0.01694915254237288,0.15254237288135594,0.0,0.0,0.0,0.0,[]
